ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Item Description,Molecule/Test Type,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
637,108-VN-T01,Pre-PQ Process,SCMS-26200,ASN-2563,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/3/2008,8-Oct-08,8-Oct-08,8-Oct-08,ARV,Adult,"Stavudine 30mg, capsules, 60 Caps",Stavudine,30mg,Capsule,60,42000,60900.0,1.45,0.02,Yes,2600,10179.16,97.44
646,116-ZA-T01,Pre-PQ Process,SCMS-26820,ASN-2488,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,10-Jul-08,8-Jul-08,8-Jul-08,ARV,Pediatric,"Nevirapine 10mg/ml [Viramune], oral suspension, Bottle, 240 ml",Nevirapine,10mg/ml,Oral suspension,240,50,696.5,13.93,0.06,Yes,Weight Captured Separately,Freight Included in Commodity Cost,1.11
660,108-VN-T01,Pre-PQ Process,SCMS-27360,ASN-2767,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/24/2008,27-Nov-08,27-Nov-08,27-Nov-08,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,16800,171192.0,10.19,0.34,Yes,1224,4686.88,335.54
668,102-GY-T01,Pre-PQ Process,SCMS-27670,ASN-2255,Guyana,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/25/2008,15-Aug-08,15-Aug-08,15-Aug-08,MRDT,Malaria,"Malaria Paramax-3 Kit, 25 Tests",Malaria Paramax-3 Kit,,Test kit,25,98,3675.0,37.5,1.5,Yes,34,180,5.88
670,110-ZM-T01,Pre-PQ Process,SCMS-27790,ASN-2641,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/31/2008,20-Oct-08,20-Oct-08,20-Oct-08,HRDT,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",,Test kit,100,4500,323955.0,71.99,0.72,Yes,1053,11062.05,634.95
712,119-NA-T01,Pre-PQ Process,SCMS-28840,ASN-2450,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/26/2008,18-Sep-08,18-Sep-08,18-Sep-08,HRDT,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",,Test kit,20,10,320.0,32.0,1.6,Yes,Weight Captured Separately,Invoiced Separately,0.51
717,104-CI-T01,Pre-PQ Process,SCMS-29140,ASN-2472,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/27/2008,2-Oct-08,2-Oct-08,2-Oct-08,HRDT,HIV test,"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",,Test kit,40,500,38000.0,76.0,1.9,Yes,562,11298.13,60.8
719,104-CI-T01,Pre-PQ Process,SCMS-29340,ASN-2921,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/3/2008,23-Jan-09,23-Jan-09,23-Jan-09,ACT,ACT,"Artesunate+Amodiaquine 50+153mg, tablets, co-blister 6+6 Tabs",Artesunate+Amodiaquine,50+153mg,Tablet - FDC + co-blister,12,25000,9750.0,0.39,0.03,Yes,1708,12830.91,19.11
772,131-NG-T01,Pre-PQ Process,SCMS-30502,ASN-3653,Nigeria,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/6/2009,10-Mar-09,8-Apr-09,8-Apr-09,ARV,Adult,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,600/200/300mg,Tablet - FDC,30,9,453.6,50.4,1.68,Yes,Weight Captured Separately,Freight Included in Commodity Cost,0.89
791,119-NA-T01,Pre-PQ Process,SCMS-31180,ASN-2717,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/24/2008,29-Oct-08,29-Oct-08,29-Oct-08,HRDT,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",,Test kit,100,150,10798.5,71.99,0.72,Yes,46,2698.04,21.17
796,102-BW-T01,Pre-PQ Process,SCMS-31370,ASN-2796,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/2/2008,28-Nov-08,28-Nov-08,28-Nov-08,HRDT,HIV test - Ancillary,"#109436**HIV 1, Uni-Gold Recombigen HIV Control, Vial 2 x 0.5 ml","HIV 1, Uni-Gold Recombigen HIV Control, Vial 2 x 0.5 ml",,Test kit - Ancillary,2,15,450.0,30.0,15.0,Yes,1,578.01,0.88
797,110-ZM-T01,Pre-PQ Process,SCMS-31380,ASN-3172,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/2/2008,23-Jan-09,23-Jan-09,23-Jan-09,HRDT,HIV test,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",,Test kit,25,319,6380.0,20.0,0.8,Yes,100,1122.24,12.5
835,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3553,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08,ARV,Adult,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,300mg,Tablet,30,80,1830.4,22.88,0.76,Yes,Weight Captured Separately,Freight Included in Commodity Cost,3.59
836,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3892,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,17-May-09,17-May-09,17-May-09,ARV,Adult,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,300mg,Tablet,30,120,2745.6,22.88,0.76,Yes,Weight Captured Separately,Freight Included in Commodity Cost,5.38
837,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3553,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08,ARV,Pediatric,"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Stavudine,1mg/ml,Powder for oral solution,200,600,858.0,1.43,0.01,No,Weight Captured Separately,Freight Included in Commodity Cost,1.68
838,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3553,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08,ARV,Pediatric,"Didanosine 100mg [Videx],chewable tablets, 60 Tabs",Didanosine,100mg,Chewable/dispersible tablet,60,7,91.35,13.05,0.22,No,Weight Captured Separately,Freight Included in Commodity Cost,0.18
839,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3553,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08,ARV,Pediatric,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,80/20mg/ml,Oral solution,300,40,1375.6,34.39,0.11,No,Weight Captured Separately,Freight Included in Commodity Cost,2.7
849,102-GY-T01,Pre-PQ Process,SCMS-33930,ASN-3209,Guyana,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,11/19/2008,6-Feb-09,6-Feb-09,6-Feb-09,MRDT,Malaria,"Malaria Paramax-3 Kit, 25 Tests",Malaria Paramax-3 Kit,,Test kit,25,108,4050.0,37.5,1.5,Yes,Weight Captured Separately,Freight Included in Commodity Cost,7.94
858,109-TZ-T01,Pre-PQ Process,SCMS-34680,ASN-3332,Tanzania,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,12/19/2008,21-Apr-09,21-Apr-09,21-Apr-09,ARV,Adult,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,600/200/300mg,Tablet - FDC,30,50000,2520000.0,50.4,1.68,Yes,4093,9339,4939.2
914,104-CI-T01,Pre-PQ Process,SCMS-35790,ASN-3242,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/19/2008,2-Mar-09,2-Mar-09,2-Mar-09,ANTM,Malaria,"Quinine 600mg/2ml (as dihydrochloride), injection, 2ml x 100 Ampules",Quinine (as dihydrochloride),600mg/2ml,Injection,100,140,2731.4,19.51,0.2,Yes,5209,25405.22,5.35
937,111-MZ-T01,Pre-PQ Process,SCMS-36660,ASN-3509,Mozambique,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/5/2009,23-Mar-09,23-Mar-09,23-Mar-09,HRDT,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",,Test kit,20,5700,182400.0,32.0,1.6,Yes,1906,23914.8,357.5
960,108-VN-T01,Pre-PQ Process,SCMS-37170,ASN-3562,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/16/2009,10-Apr-09,10-Apr-09,10-Apr-09,ARV,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,150/300mg,Tablet - FDC,60,5964,51350.04,8.61,0.14,Yes,3509,12835.2,100.65
961,108-VN-T01,Pre-PQ Process,SCMS-37170,ASN-3562,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/16/2009,10-Apr-09,10-Apr-09,10-Apr-09,ARV,Adult,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,150mg,Tablet,60,21000,50400.0,2.4,0.04,No,See ASN-3562 (ID#:960),See ASN-3562 (ID#:960),98.78
962,108-VN-T01,Pre-PQ Process,SCMS-37180,ASN-3521,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/16/2009,23-Mar-09,23-Mar-09,23-Mar-09,ARV,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,150/200/30mg,Tablet - FDC,60,10560,72864.0,6.9,0.12,Yes,924,4225.93,142.81
979,108-VN-T01,Pre-PQ Process,SCMS-31721,ASN-3454,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/21/2008,16-Mar-09,16-Mar-09,16-Mar-09,ARV,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,150/300mg,Tablet - FDC,60,2352,20250.72,8.61,0.14,Yes,211,892.5,39.69
985,109-TZ-T01,Pre-PQ Process,SCMS-38370,ASN-3751,Tanzania,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2/5/2009,28-May-09,28-May-09,28-May-09,ARV,Pediatric,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,80/20mg/ml,Oral solution,300,524,21536.4,41.1,0.14,Yes,644,6668.61,42.21
986,109-TZ-T01,Pre-PQ Process,SCMS-38380,ASN-3627,Tanzania,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2/5/2009,4-May-09,4-May-09,4-May-09,ARV,Pediatric,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,100/25mg,Tablet,60,2094,21526.32,10.28,0.17,Yes,237,Freight Included in Commodity Cost,42.19
993,107-RW-T01,Pre-PQ Process,SCMS-38660,ASN-3710,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/18/2009,28-Apr-09,28-Apr-09,28-Apr-09,HRDT,HIV test,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests","HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",,Test kit,30,8249,185602.5,22.5,0.75,Yes,2800,12595.81,363.78
1037,123-NG-T01,Pre-PQ Process,SCMS-39640,ASN-4747,Nigeria,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/4/2009,30-Sep-09,30-Sep-09,30-Sep-09,ARV,Adult,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,400mg,Delayed-release capsules - blister,30,200,4734.0,23.67,0.79,Yes,11,463,9.28
1046,106-HT-T01,Pre-PQ Process,SCMS-40000,ASN-3675,Haiti,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/6/2009,31-Mar-09,31-Mar-09,31-Mar-09,ARV,Pediatric,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Didanosine,50mg,Chewable/dispersible tablet,60,80,760.0,9.5,0.16,Yes,43,260,1.49
1047,106-HT-T01,Pre-PQ Process,SCMS-40000,ASN-3675,Haiti,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/6/2009,31-Mar-09,31-Mar-09,31-Mar-09,ARV,Pediatric,"Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml",Didanosine,2g,Powder for oral solution,200,32,402.88,12.59,0.06,No,See ASN-3675 (ID#:1046),See ASN-3675 (ID#:1046),0.79
1048,106-HT-T01,Pre-PQ Process,SCMS-40030,ASN-3750,Haiti,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,3/6/2009,15-Apr-09,15-Apr-09,15-Apr-09,ARV,Pediatric,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,100/25mg,Tablet,60,46,472.88,10.28,0.17,Yes,10,893.22,0.93
1063,116-ZA-T01,Pre-PQ Process,SCMS-40810,ASN-3634,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,31-Mar-09,2-Dec-08,2-Dec-08,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,3025,47522.75,15.71,0.52,Yes,Weight Captured Separately,Freight Included in Commodity Cost,93.14
1065,116-ZA-T01,Pre-PQ Process,SCMS-41040,ASN-3623,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,7-Apr-09,3-Dec-08,3-Dec-08,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,3500,49840.0,14.24,0.47,Yes,Weight Captured Separately,Freight Included in Commodity Cost,97.69
1066,116-ZA-T01,Pre-PQ Process,SCMS-41040,ASN-3623,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,7-Apr-09,3-Dec-08,3-Dec-08,ARV,Pediatric,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,10mg/ml,Oral solution,240,1008,3588.48,3.56,0.01,No,Weight Captured Separately,Freight Included in Commodity Cost,7.03
1067,116-ZA-T01,Pre-PQ Process,SCMS-41060,ASN-3624,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,5-May-09,23-Dec-08,23-Dec-08,ARV,Pediatric,"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Stavudine,1mg/ml,Powder for oral solution,200,960,1152.0,1.2,0.01,Yes,Weight Captured Separately,Freight Included in Commodity Cost,2.26
1068,116-ZA-T01,Pre-PQ Process,SCMS-41070,ASN-3625,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,12-May-09,30-Dec-08,30-Dec-08,ARV,Pediatric,"Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",Lamivudine,10mg/ml,Oral solution,240,1800,10512.0,5.84,0.02,Yes,Weight Captured Separately,Freight Included in Commodity Cost,20.6
1070,116-ZA-T01,Pre-PQ Process,SCMS-41140,ASN-3752,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,31-Mar-09,21-Nov-08,21-Nov-08,ARV,Adult,"Stavudine 30mg, capsules, 60 Caps",Stavudine,30mg,Capsule,60,1200,3384.0,2.82,0.05,Yes,Weight Captured Separately,Freight Included in Commodity Cost,6.63
1077,116-ZA-T01,Pre-PQ Process,SCMS-41462,ASN-4361,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/18/2009,25-Jun-09,21-Apr-09,21-Apr-09,ARV,Pediatric,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,10mg/ml,Oral solution,240,346,1954.9,5.65,0.02,Yes,Weight Captured Separately,Freight Included in Commodity Cost,3.83
1078,116-ZA-T01,Pre-PQ Process,SCMS-41460,ASN-4502,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,3/18/2009,25-Jun-09,5-Jun-09,5-Jun-09,ARV,Pediatric,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,50mg,Capsule,30,5300,16642.0,3.14,0.1,Yes,Weight Captured Separately,Freight Included in Commodity Cost,32.62
1079,116-ZA-T01,Pre-PQ Process,SCMS-41464,ASN-4634,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/18/2009,25-Jun-09,17-Jun-09,17-Jun-09,ARV,Pediatric,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,10mg/ml,Oral solution,240,342,1932.3,5.65,0.02,Yes,Weight Captured Separately,Freight Included in Commodity Cost,3.79
1080,116-ZA-T01,Pre-PQ Process,SCMS-41480,ASN-5055,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,6/15/2009,19-Aug-09,19-Aug-09,19-Aug-09,ARV,Adult,"Stavudine 15mg [Zerit], capsules, 60 Caps",Stavudine,15mg,Capsule,60,2700,10665.0,3.95,0.07,Yes,Weight Captured Separately,Freight Included in Commodity Cost,20.9
1084,116-ZA-T01,Pre-PQ Process,SCMS-41581,ASN-4196,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/2009,25-Jun-09,14-Apr-09,14-Apr-09,ARV,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,200/50mg,Tablet,120,3735,134385.3,35.98,0.3,Yes,Weight Captured Separately,Freight Included in Commodity Cost,263.4
1085,116-ZA-T01,Pre-PQ Process,SCMS-41589,ASN-4358,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/2009,25-Jun-09,29-Apr-09,29-Apr-09,ARV,Adult,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Zidovudine,300mg,Tablet,60,6000,80640.0,13.44,0.22,Yes,Weight Captured Separately,Freight Included in Commodity Cost,158.05
1086,116-ZA-T01,Pre-PQ Process,SCMS-41584,ASN-4385,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/2009,25-Jun-09,20-Apr-09,20-Apr-09,ARV,Adult,"Stavudine 30mg, capsules, 60 Caps",Stavudine,30mg,Capsule,60,11672,35016.0,3.0,0.05,Yes,Weight Captured Separately,Freight Included in Commodity Cost,68.63
1095,144-BW-T01,Pre-PQ Process,SCMS-41870,ASN-4896,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/25/2009,13-Nov-09,13-Nov-09,13-Nov-09,HRDT,HIV test,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",,Test kit,100,20,7000.0,350.0,3.5,Yes,48,1172.11,13.72
1109,104-CI-T01,Pre-PQ Process,SCMS-42210,ASN-4086,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,3/30/2009,30-Jun-09,30-Jun-09,30-Jun-09,ARV,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,200/50mg,Tablet,120,10240,420864.0,41.1,0.34,Yes,2523,14806.48,824.89
1110,104-CI-T01,Pre-PQ Process,SCMS-42230,ASN-4423,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,3/30/2009,22-Jul-09,22-Jul-09,22-Jul-09,ARV,Adult,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,100mg,Capsule,336,400,15344.0,38.36,0.11,Yes,175,7642.97,30.07
1111,116-ZA-T01,Pre-PQ Process,SCMS-47390,ASN-4402,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/2009,31-Jul-09,21-Apr-09,21-Apr-09,ARV,Pediatric,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,80/20mg/ml,Oral solution,300,30,1080.0,36.0,0.12,Yes,Weight Captured Separately,Freight Included in Commodity Cost,2.12
1114,116-ZA-T01,Pre-PQ Process,SCMS-47430,ASN-4244,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/2009,15-May-09,17-Apr-09,17-Apr-09,ARV,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,300/200mg,Tablet - FDC,30,80,2816.0,35.2,1.17,Yes,Weight Captured Separately,Freight Included in Commodity Cost,5.52
1115,116-ZA-T01,Pre-PQ Process,SCMS-47500,ASN-4332,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/2009,15-May-09,23-Apr-09,23-Apr-09,ARV,Adult,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,300mg,Tablet,60,1000,19770.0,19.77,0.33,Yes,Weight Captured Separately,3134.85,38.75
1122,106-HT-T01,Pre-PQ Process,SCMS-42720,ASN-4787,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/2/2009,16-Sep-09,16-Sep-09,16-Sep-09,HRDT,HIV test,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",,Test kit,100,60,21000.0,350.0,3.5,Yes,144,3128.19,41.16
1134,102-KE-T01,Pre-PQ Process,SCMS-42980,ASN-4343,Kenya,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/4/2009,10-Jul-09,10-Jul-09,10-Jul-09,HRDT,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",,Test kit,100,7500,600000.0,80.0,0.8,Yes,2215,16835.31,1176.0
1140,133-NG-T01,Pre-PQ Process,SCMS-43330,ASN-4437,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/9/2009,18-Aug-09,18-Aug-09,18-Aug-09,HRDT,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",,Test kit,100,6395,511600.0,80.0,0.8,Yes,1915,24514.33,1002.74
1156,107-RW-T01,Pre-PQ Process,SCMS-43890,ASN-4503,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,4/15/2009,25-Jul-09,25-Jul-09,25-Jul-09,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,55356,386384.88,6.98,0.23,Yes,4482,37404.74,757.31
1162,104-CI-T01,Pre-PQ Process,SCMS-44130,ASN-4791,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/15/2009,15-Sep-09,15-Sep-09,15-Sep-09,HRDT,HIV test,"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",,Test kit,40,1000,110000.0,110.0,2.75,Yes,1101,8074.03,215.6
1179,108-VN-T01,Pre-PQ Process,SCMS-44990,ASN-4302,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,4/29/2009,17-Jul-09,17-Jul-09,17-Jul-09,ARV,Adult,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,100mg,Capsule,336,8,613.76,76.72,0.23,Yes,48,3366.04,1.2
1183,108-VN-T01,Pre-PQ Process,SCMS-45080,ASN-4420,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/29/2009,10-Jul-09,10-Jul-09,10-Jul-09,ARV,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,150/300/200mg,Tablet - FDC,60,3500,39025.0,11.15,0.19,Yes,1804,6341.88,76.49
1196,102-BW-T01,Pre-PQ Process,SCMS-46071,ASN-4324,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/27/2009,12-Jun-09,10-Jul-09,10-Jul-09,HRDT,HIV test,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",,Test kit,100,5,1750.0,350.0,3.5,Yes,12,684.42,3.43
1198,119-NA-T01,Pre-PQ Process,SCMS-46120,ASN-4659,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/18/2009,1-Sep-09,1-Sep-09,1-Sep-09,HRDT,HIV test,"HIV 1/2, Clearview Complete Kit, 25 Tests","HIV 1/2, Clearview Complete Kit",,Test kit,25,67,5025.0,75.0,3.0,Yes,48,401.97,9.85
1213,108-VN-T01,Pre-PQ Process,SCMS-46550,ASN-4488,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/27/2009,28-Jul-09,28-Jul-09,28-Jul-09,ARV,Pediatric,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,25mg,Chewable/dispersible tablet,60,400,2800.0,7.0,0.12,Yes,148,14.36,5.49
1215,119-NA-T01,Pre-PQ Process,SCMS-46820,ASN-4311,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/2/2009,29-Jun-09,29-Jun-09,29-Jun-09,HRDT,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",,Test kit,20,220,7040.0,32.0,1.6,Yes,79,1736.18,13.8
1221,116-ZA-T01,Pre-PQ Process,SCMS-46970,ASN-4821,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,6/5/2009,28-Jul-09,28-Jul-09,28-Jul-09,ARV,Adult,"Ritonavir 100mg [Norvir], capsules, cool, 84 Caps",Ritonavir,100mg,Capsule,84,50,490.0,9.8,0.12,Yes,Weight Captured Separately,Freight Included in Commodity Cost,0.96
1222,116-ZA-T01,Pre-PQ Process,SCMS-47051,ASN-4838,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,6/5/2009,12-Oct-09,5-Aug-09,5-Aug-09,ARV,Adult,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,150mg,Tablet,60,5000,41300.0,8.26,0.14,Yes,Weight Captured Separately,Freight Included in Commodity Cost,80.95
